,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
754,SAC,SAC @ BKN,02/14/2022,,L,240,85,31,90,34.4,9,35,25.7,14,18,77.8,11,32,43,12,8,4,18,17,-24
755,BKN,BKN vs. SAC,02/14/2022,,W,240,109,43,84,51.2,9,26,34.6,14,15,93.3,6,43,49,25,7,5,18,22,24
756,DET,DET @ WAS,02/14/2022,,L,240,94,32,85,37.6,8,23,34.8,22,27,81.5,13,31,44,19,7,3,12,19,-9
757,WAS,WAS vs. DET,02/14/2022,,W,240,103,40,85,47.1,9,29,31.0,14,18,77.8,10,35,45,21,8,3,15,16,9
758,MIN,MIN @ IND,02/13/2022,,W,240,129,43,84,51.2,18,34,52.9,25,28,89.3,8,30,38,23,8,8,14,25,9
759,IND,IND vs. MIN,02/13/2022,,L,240,120,45,102,44.1,13,45,28.9,17,22,77.3,22,32,54,28,5,6,13,21,-9
760,BOS,BOS vs. ATL,02/13/2022,,W,240,105,36,85,42.4,11,38,28.9,22,27,81.5,12,42,54,21,5,6,12,15,10
761,ATL,ATL @ BOS,02/13/2022,,L,240,95,34,93,36.6,12,38,31.6,15,15,100,11,37,48,18,6,3,13,22,-10
762,LAC,LAC @ DAL,02/12/2022,,W,240,99,43,82,52.4,7,22,31.8,6,11,54.5,6,36,42,23,7,4,14,20,2
763,DAL,DAL vs. LAC,02/12/2022,,L,240,97,35,85,41.2,15,39,38.5,12,19,63.2,13,31,44,16,4,0,14,17,-2
764,GSW,GSW vs. LAL,02/12/2022,,W,240,117,40,90,44.4,12,38,31.6,25,34,73.5,10,40,50,24,4,3,9,24,2
765,LAL,LAL @ GSW,02/12/2022,,L,240,115,41,88,46.6,11,27,40.7,22,33,66.7,12,36,48,25,5,6,9,24,-2
766,ORL,ORL @ PHX,02/12/2022,,L,240,105,37,87,42.5,15,41,36.6,16,24,66.7,4,40,44,25,2,2,15,9,-27
767,PHX,PHX vs. ORL,02/12/2022,,W,240,132,55,105,52.4,15,34,44.1,7,10,70.0,7,45,52,40,8,2,7,19,27
768,CHI,CHI vs. OKC,02/12/2022,,W,240,106,40,89,44.9,7,25,28.0,19,23,82.6,11,46,57,20,6,3,13,19,5
769,OKC,OKC @ CHI,02/12/2022,,L,240,101,34,88,38.6,11,36,30.6,22,30,73.3,7,36,43,22,8,10,8,15,-5
770,MIA,MIA vs. BKN,02/12/2022,,W,240,115,41,82,50.0,10,29,34.5,23,29,79.3,10,42,52,20,6,1,15,21,4
771,BKN,BKN @ MIA,02/12/2022,,L,240,111,42,93,45.2,12,40,30.0,15,22,68.2,9,32,41,16,12,2,8,27,-4
772,TOR,TOR vs. DEN,02/12/2022,,L,240,109,43,88,48.9,12,34,35.3,11,17,64.7,8,27,35,22,11,1,7,19,-1
773,DEN,DEN @ TOR,02/12/2022,,W,240,110,39,84,46.4,14,37,37.8,18,21,85.7,12,38,50,28,5,3,18,16,1
774,CLE,CLE @ PHI,02/12/2022,,L,240,93,36,77,46.8,8,24,33.3,13,15,86.7,5,29,34,21,3,3,17,16,-10
775,PHI,PHI vs. CLE,02/12/2022,,W,240,103,38,79,48.1,10,22,45.5,17,21,81.0,8,32,40,24,13,5,13,21,10
776,CHA,CHA vs. MEM,02/12/2022,,L,240,118,39,97,40.2,14,45,31.1,26,33,78.8,18,35,53,28,7,6,17,29,-7
777,MEM,MEM @ CHA,02/12/2022,,W,240,125,47,96,49.0,11,33,33.3,20,33,60.6,16,41,57,31,11,8,17,26,7
778,SAC,SAC @ WAS,02/12/2022,,W,240,123,43,76,56.6,12,28,42.9,25,29,86.2,6,36,42,27,4,2,14,20,13
779,WAS,WAS vs. SAC,02/12/2022,,L,240,110,41,88,46.6,13,38,34.2,15,21,71.4,10,22,32,26,11,3,10,19,-13
780,SAS,SAS @ NOP,02/12/2022,,W,240,124,47,93,50.5,14,37,37.8,16,19,84.2,7,27,34,26,9,5,5,19,10
781,NOP,NOP vs. SAS,02/12/2022,,L,240,114,43,87,49.4,11,32,34.4,17,20,85.0,10,36,46,22,2,4,15,19,-10
782,NYK,NYK @ POR,02/12/2022,,L,240,103,31,81,38.3,12,39,30.8,29,34,85.3,9,32,41,19,6,6,13,24,-9
783,POR,POR vs. NYK,02/12/2022,,W,240,112,40,84,47.6,15,40,37.5,17,20,85.0,9,42,51,29,3,2,17,26,9
784,UTA,UTA vs. ORL,02/11/2022,,W,240,114,40,89,44.9,13,41,31.7,21,24,87.5,11,39,50,22,15,5,16,14,15
785,ORL,ORL @ UTA,02/11/2022,,L,240,99,37,84,44.0,13,35,37.1,12,16,75.0,9,31,40,23,12,5,18,15,-15
786,MIN,MIN @ CHI,02/11/2022,,L,240,122,48,96,50.0,13,40,32.5,13,16,81.3,7,25,32,32,7,4,9,12,-12
787,CHI,CHI vs. MIN,02/11/2022,,W,240,134,55,87,63.2,14,31,45.2,10,13,76.9,6,37,43,32,6,3,15,15,12
788,ATL,ATL vs. SAS,02/11/2022,,L,240,121,47,103,45.6,14,43,32.6,13,15,86.7,17,32,49,28,10,5,14,18,-15
789,SAS,SAS @ ATL,02/11/2022,,W,240,136,50,90,55.6,18,32,56.3,18,21,85.7,5,36,41,37,11,4,14,21,15
790,DEN,DEN @ BOS,02/11/2022,,L,240,102,39,90,43.3,11,44,25.0,13,18,72.2,12,40,52,23,7,6,21,22,-6
791,BOS,BOS vs. DEN,02/11/2022,,W,240,108,38,96,39.6,10,37,27.0,22,30,73.3,18,36,54,24,13,8,12,20,6
792,CLE,CLE @ IND,02/11/2022,,W,240,120,43,81,53.1,9,24,37.5,25,30,83.3,6,26,32,20,12,7,13,16,7
793,IND,IND vs. CLE,02/11/2022,,L,240,113,42,89,47.2,18,38,47.4,11,16,68.8,9,29,38,25,9,4,23,25,-7
794,CHA,CHA @ DET,02/11/2022,,W,240,141,54,97,55.7,18,42,42.9,15,23,65.2,15,36,51,36,13,2,18,22,22
795,DET,DET vs. CHA,02/11/2022,,L,240,119,48,102,47.1,12,35,34.3,11,18,61.1,16,29,45,32,10,6,18,20,-22
796,OKC,OKC @ PHI,02/11/2022,,L,240,87,35,90,38.9,6,35,17.1,11,12,91.7,11,41,52,21,6,8,16,21,-13
797,PHI,PHI vs. OKC,02/11/2022,,W,240,100,36,93,38.7,7,26,26.9,21,26,80.8,15,40,55,19,7,10,11,16,13
798,MEM,MEM @ DET,02/10/2022,,W,240,132,44,92,47.8,15,30,50.0,29,42,69.0,18,42,60,32,6,4,13,23,25
799,DET,DET vs. MEM,02/10/2022,,L,240,107,41,94,43.6,7,35,20.0,18,21,85.7,10,30,40,27,4,7,10,29,-25
800,NOP,NOP vs. MIA,02/10/2022,,L,240,97,36,85,42.4,11,41,26.8,14,16,87.5,12,27,39,19,8,6,17,23,-15
801,MIA,MIA @ NOP,02/10/2022,,W,240,112,39,81,48.1,10,32,31.3,24,28,85.7,11,32,43,25,12,4,14,19,15
802,GSW,GSW vs. NYK,02/10/2022,,L,240,114,42,91,46.2,15,45,33.3,15,17,88.2,5,33,38,27,4,5,8,24,-2
803,NYK,NYK @ GSW,02/10/2022,,W,240,116,39,90,43.3,14,36,38.9,24,33,72.7,16,35,51,24,3,3,15,18,2
804,PHX,PHX vs. MIL,02/10/2022,,W,240,131,51,90,56.7,9,30,30.0,20,29,69.0,9,34,43,35,10,2,8,22,24
805,MIL,MIL @ PHX,02/10/2022,,L,240,107,40,88,45.5,10,38,26.3,17,25,68.0,11,28,39,18,6,4,14,22,-24
806,DAL,DAL vs. LAC,02/10/2022,,W,240,112,38,78,48.7,13,39,33.3,23,27,85.2,8,33,41,19,4,3,14,23,7
807,LAC,LAC @ DAL,02/10/2022,,L,240,105,39,81,48.1,9,23,39.1,18,25,72.0,4,27,31,24,9,2,10,25,-7
808,TOR,TOR @ HOU,02/10/2022,,W,240,139,53,97,54.6,15,39,38.5,18,22,81.8,14,23,37,25,12,3,12,28,19
809,HOU,HOU vs. TOR,02/10/2022,,L,240,120,43,82,52.4,16,38,42.1,18,30,60.0,13,28,41,25,5,4,21,20,-19
810,BKN,BKN @ WAS,02/10/2022,,L,240,112,39,84,46.4,10,29,34.5,24,28,85.7,12,30,42,19,6,3,10,21,-1
811,WAS,WAS vs. BKN,02/10/2022,,W,240,113,43,85,50.6,11,31,35.5,16,18,88.9,10,31,41,29,7,5,12,23,1
812,CLE,CLE vs. SAS,02/09/2022,,W,240,105,39,82,47.6,9,21,42.9,18,24,75.0,10,41,51,18,8,2,15,12,13
813,SAS,SAS @ CLE,02/09/2022,,L,240,92,38,99,38.4,8,33,24.2,8,11,72.7,15,31,46,24,8,4,13,17,-13
814,GSW,GSW @ UTA,02/09/2022,,L,240,85,28,78,35.9,16,43,37.2,13,17,76.5,3,32,35,17,8,3,13,19,-26
815,UTA,UTA vs. GSW,02/09/2022,,W,240,111,41,89,46.1,17,51,33.3,12,17,70.6,11,41,52,26,3,9,12,16,26
816,MIN,MIN @ SAC,02/09/2022,,L,240,119,44,98,44.9,16,46,34.8,15,18,83.3,6,28,34,28,4,6,10,21,-13
817,SAC,SAC vs. MIN,02/09/2022,,W,240,132,48,93,51.6,12,30,40.0,24,27,88.9,11,40,51,32,4,7,14,19,13
818,POR,POR vs. LAL,02/09/2022,,W,240,107,42,89,47.2,10,32,31.3,13,16,81.3,11,30,41,26,15,3,11,15,2
819,LAL,LAL @ POR,02/09/2022,,L,240,105,41,74,55.4,17,37,45.9,6,13,46.2,3,35,38,29,7,7,21,15,-2
820,TOR,TOR @ OKC,02/09/2022,,W,240,117,45,88,51.1,13,35,37.1,14,14,100,10,35,45,22,9,4,16,16,19
821,OKC,OKC vs. TOR,02/09/2022,,L,240,98,36,87,41.4,14,47,29.8,12,14,85.7,14,31,45,28,11,4,18,17,-19
822,CHA,CHA vs. CHI,02/09/2022,,L,240,109,40,93,43.0,13,43,30.2,16,23,69.6,11,32,43,26,7,1,9,16,-12
823,CHI,CHI @ CHA,02/09/2022,,W,240,121,46,82,56.1,16,33,48.5,13,19,68.4,5,35,40,27,4,5,14,17,12
824,NYK,NYK @ DEN,02/08/2022,,L,240,115,45,101,44.6,15,43,34.9,10,12,83.3,14,27,41,25,9,3,9,25,-17
825,DEN,DEN vs. NYK,02/08/2022,,W,240,132,46,85,54.1,16,39,41.0,24,31,77.4,12,40,52,31,5,1,13,18,17
826,DET,DET @ DAL,02/08/2022,,L,240,86,33,87,37.9,5,30,16.7,15,22,68.2,13,32,45,20,5,2,15,24,-30
827,DAL,DAL vs. DET,02/08/2022,,W,240,116,40,79,50.6,18,36,50.0,18,23,78.3,6,41,47,24,10,5,13,18,30
828,HOU,HOU @ NOP,02/08/2022,,L,240,97,32,86,37.2,13,42,31.0,20,31,64.5,18,29,47,19,8,3,21,23,-13
829,NOP,NOP vs. HOU,02/08/2022,,W,240,110,42,80,52.5,8,32,25.0,18,20,90.0,8,35,43,27,10,10,19,29,13
830,MEM,MEM vs. LAC,02/08/2022,,W,240,135,53,103,51.5,9,26,34.6,20,25,80.0,21,34,55,26,12,6,13,18,26
831,LAC,LAC @ MEM,02/08/2022,,L,240,109,40,89,44.9,11,31,35.5,18,24,75.0,11,29,40,25,8,7,17,17,-26
832,ATL,ATL vs. IND,02/08/2022,,W,240,133,52,90,57.8,17,33,51.5,12,16,75.0,10,33,43,36,8,7,16,26,21
833,IND,IND @ ATL,02/08/2022,,L,240,112,37,93,39.8,10,31,32.3,28,33,84.8,18,25,43,22,10,4,13,16,-21
834,BKN,BKN vs. BOS,02/08/2022,,L,240,91,38,99,38.4,10,36,27.8,5,13,38.5,15,25,40,22,6,4,14,18,-35
835,BOS,BOS @ BKN,02/08/2022,,W,240,126,50,91,54.9,14,40,35.0,12,16,75.0,11,41,52,32,6,8,14,14,35
836,PHI,PHI vs. PHX,02/08/2022,,L,240,109,41,89,46.1,10,32,31.3,17,18,94.4,6,38,44,24,7,4,15,22,-5
837,PHX,PHX @ PHI,02/08/2022,,W,240,114,43,95,45.3,6,26,23.1,22,24,91.7,11,37,48,27,7,5,8,15,5
838,LAL,LAL vs. MIL,02/08/2022,,L,240,116,44,85,51.8,10,32,31.3,18,30,60.0,12,29,41,28,7,6,16,20,-15
839,MIL,MIL @ LAL,02/08/2022,,W,240,131,52,96,54.2,15,36,41.7,12,20,60.0,11,31,42,31,10,4,12,24,15
840,MIN,MIN @ SAC,02/08/2022,,W,240,134,50,104,48.1,22,44,50.0,12,17,70.6,16,33,49,34,10,4,14,24,20
841,SAC,SAC vs. MIN,02/08/2022,,L,240,114,41,83,49.4,9,25,36.0,23,26,88.5,5,33,38,29,4,3,19,20,-20
842,POR,POR vs. ORL,02/08/2022,,L,240,95,32,91,35.2,11,38,28.9,20,26,76.9,17,33,50,21,9,5,13,12,-18
843,ORL,ORL @ POR,02/08/2022,,W,240,113,44,90,48.9,19,38,50.0,6,8,75.0,10,40,50,34,8,7,15,18,18
844,UTA,UTA vs. NYK,02/07/2022,,W,240,113,39,93,41.9,12,48,25.0,23,27,85.2,14,35,49,19,6,6,12,26,9
845,NYK,NYK @ UTA,02/07/2022,,L,240,104,36,95,37.9,8,33,24.2,24,35,68.6,20,36,56,18,8,3,16,23,-9
846,PHX,PHX @ CHI,02/07/2022,,W,240,127,49,90,54.4,12,32,37.5,17,19,89.5,10,34,44,31,5,5,11,23,3
847,CHI,CHI vs. PHX,02/07/2022,,L,240,124,43,90,47.8,10,26,38.5,28,31,90.3,11,29,40,18,7,2,9,18,-3
848,OKC,OKC vs. GSW,02/07/2022,,L,240,98,37,90,41.1,11,36,30.6,13,17,76.5,18,32,50,21,8,2,18,14,-12
849,GSW,GSW @ OKC,02/07/2022,,W,240,110,41,82,50.0,15,43,34.9,13,17,76.5,6,34,40,30,12,3,15,19,12
850,CHA,CHA vs. TOR,02/07/2022,,L,240,101,39,95,41.1,9,40,22.5,14,16,87.5,9,29,38,28,11,4,13,19,-15
851,TOR,TOR @ CHA,02/07/2022,,W,240,116,41,84,48.8,15,35,42.9,19,29,65.5,14,37,51,21,9,5,18,20,15
852,MIA,MIA @ WAS,02/07/2022,,W,240,121,43,76,56.6,18,32,56.3,17,21,81.0,5,32,37,29,9,1,19,23,21
853,WAS,WAS vs. MIA,02/07/2022,,L,240,100,36,80,45.0,7,31,22.6,21,23,91.3,7,26,33,25,10,0,17,18,-21
854,DET,DET @ MIN,02/06/2022,,L,240,105,40,95,42.1,12,32,37.5,13,19,68.4,14,33,47,28,6,9,11,22,-13
855,MIN,MIN vs. DET,02/06/2022,,W,240,118,42,91,46.2,17,36,47.2,17,21,81.0,11,40,51,27,6,7,10,19,13
856,DEN,DEN vs. BKN,02/06/2022,,W,240,124,49,94,52.1,10,32,31.3,16,21,76.2,11,44,55,37,7,2,11,20,20
857,BKN,BKN @ DEN,02/06/2022,,L,240,104,36,87,41.4,16,41,39.0,16,22,72.7,8,28,36,24,8,9,10,19,-20
858,LAC,LAC vs. MIL,02/06/2022,,L,240,113,40,96,41.7,18,46,39.1,15,16,93.8,10,34,44,26,6,2,10,20,-24
859,MIL,MIL @ LAC,02/06/2022,,W,240,137,48,88,54.5,19,38,50.0,22,27,81.5,7,43,50,28,6,4,10,15,24
860,NOP,NOP @ HOU,02/06/2022,,W,240,120,41,77,53.2,12,29,41.4,26,36,72.2,5,28,33,29,12,4,13,23,13
861,HOU,HOU vs. NOP,02/06/2022,,L,240,107,40,84,47.6,16,45,35.6,11,16,68.8,5,28,33,28,5,7,18,23,-13
862,BOS,BOS @ ORL,02/06/2022,,W,240,116,45,99,45.5,13,46,28.3,13,14,92.9,16,39,55,29,9,6,16,17,33
863,ORL,ORL vs. BOS,02/06/2022,,L,240,83,29,81,35.8,5,26,19.2,20,21,95.2,8,32,40,17,8,5,19,16,-33
864,CLE,CLE vs. IND,02/06/2022,,W,240,98,34,84,40.5,11,32,34.4,19,28,67.9,16,34,50,25,9,5,11,22,13
865,IND,IND @ CLE,02/06/2022,,L,240,85,31,83,37.3,8,31,25.8,15,17,88.2,13,34,47,17,5,2,19,26,-13
866,ATL,ATL @ DAL,02/06/2022,,L,240,94,37,95,38.9,5,25,20.0,15,16,93.8,15,35,50,21,7,4,12,18,-9
867,DAL,DAL vs. ATL,02/06/2022,,W,240,103,38,88,43.2,16,36,44.4,11,13,84.6,12,36,48,25,8,5,16,25,9
868,PHI,PHI @ CHI,02/06/2022,,W,240,119,45,84,53.6,12,24,50.0,17,21,81.0,4,34,38,29,5,5,11,17,11
869,CHI,CHI vs. PHI,02/06/2022,,L,240,108,39,81,48.1,7,26,26.9,23,26,88.5,6,32,38,21,3,4,8,19,-11
870,MIL,MIL @ POR,02/05/2022,,W,240,137,49,92,53.3,23,50,46.0,16,22,72.7,10,34,44,36,9,6,10,18,29
871,POR,POR vs. MIL,02/05/2022,,L,240,108,41,85,48.2,14,45,31.1,12,21,57.1,9,29,38,25,6,6,16,18,-29
872,OKC,OKC @ SAC,02/05/2022,,L,240,103,42,87,48.3,9,30,30.0,10,16,62.5,7,34,41,23,8,1,14,16,-10
873,SAC,SAC vs. OKC,02/05/2022,,W,240,113,43,83,51.8,12,32,37.5,15,22,68.2,7,40,47,30,13,4,16,15,10
874,PHX,PHX @ WAS,02/05/2022,,W,240,95,40,99,40.4,8,31,25.8,7,14,50.0,20,44,64,26,6,7,10,16,15
875,WAS,WAS vs. PHX,02/05/2022,,L,240,80,30,85,35.3,5,24,20.8,15,19,78.9,8,34,42,14,8,4,9,17,-15
876,CHA,CHA vs. MIA,02/05/2022,,L,240,86,33,86,38.4,10,36,27.8,10,16,62.5,12,38,50,23,4,5,20,19,-18
877,MIA,MIA @ CHA,02/05/2022,,W,240,104,38,91,41.8,11,32,34.4,17,18,94.4,11,38,49,27,14,6,12,17,18
878,MEM,MEM @ ORL,02/05/2022,,W,240,135,53,105,50.5,13,39,33.3,16,22,72.7,16,46,62,33,6,5,8,21,20
879,ORL,ORL vs. MEM,02/05/2022,,L,240,115,39,90,43.3,17,48,35.4,20,29,69.0,7,31,38,27,2,2,9,20,-20
880,LAL,LAL vs. NYK,02/05/2022,,W,265,122,48,102,47.1,9,34,26.5,17,28,60.7,14,43,57,29,8,7,13,23,7
881,NYK,NYK @ LAL,02/05/2022,,L,265,115,39,98,39.8,11,38,28.9,26,36,72.2,15,41,56,24,8,4,14,26,-7
882,DAL,DAL vs. PHI,02/04/2022,,W,240,107,39,85,45.9,10,34,29.4,19,23,82.6,11,29,40,22,8,0,11,18,9
883,PHI,PHI @ DAL,02/04/2022,,L,240,98,36,70,51.4,9,27,33.3,17,23,73.9,6,30,36,23,5,5,14,22,-9
884,DEN,DEN vs. NOP,02/04/2022,,L,240,105,35,78,44.9,19,41,46.3,16,17,94.1,7,24,31,22,9,4,15,20,-8
885,NOP,NOP @ DEN,02/04/2022,,W,240,113,42,75,56.0,8,25,32.0,21,23,91.3,5,33,38,27,8,5,15,18,8
886,UTA,UTA vs. BKN,02/04/2022,,W,240,125,48,85,56.5,17,38,44.7,12,14,85.7,9,41,50,33,7,5,18,16,23
887,BKN,BKN @ UTA,02/04/2022,,L,240,102,41,99,41.4,12,34,35.3,8,11,72.7,16,26,42,25,10,2,10,12,-23
888,SAS,SAS vs. HOU,02/04/2022,,W,240,131,51,89,57.3,13,28,46.4,16,20,80.0,11,33,44,33,14,5,13,25,25
889,HOU,HOU @ SAS,02/04/2022,,L,240,106,36,83,43.4,11,33,33.3,23,29,79.3,9,26,35,15,9,6,19,20,-25
890,ATL,ATL @ TOR,02/04/2022,,L,240,114,43,93,46.2,9,29,31.0,19,21,90.5,13,27,40,27,12,4,9,16,-11
891,TOR,TOR vs. ATL,02/04/2022,,W,240,125,46,81,56.8,17,27,63.0,16,18,88.9,8,37,45,29,7,4,17,18,11
892,IND,IND vs. CHI,02/04/2022,,L,240,115,47,95,49.5,12,27,44.4,9,9,100,10,27,37,25,3,3,13,19,-7
893,CHI,CHI @ IND,02/04/2022,,W,240,122,49,90,54.4,6,26,23.1,18,23,78.3,10,33,43,30,5,6,9,17,7
894,CHA,CHA vs. CLE,02/04/2022,,L,240,101,38,92,41.3,14,43,32.6,11,12,91.7,15,37,52,27,9,2,14,22,-1
895,CLE,CLE @ CHA,02/04/2022,,W,240,102,36,90,40.0,14,35,40.0,16,20,80.0,15,36,51,26,7,0,12,17,1
896,DET,DET vs. BOS,02/04/2022,,L,240,93,34,104,32.7,10,26,38.5,15,20,75.0,20,36,56,18,5,4,11,24,-9
897,BOS,BOS @ DET,02/04/2022,,W,240,102,37,82,45.1,9,28,32.1,19,25,76.0,11,44,55,23,4,9,14,17,9
898,OKC,OKC @ POR,02/04/2022,,W,240,96,33,87,37.9,15,42,35.7,15,21,71.4,13,39,52,24,5,6,15,18,3
899,POR,POR vs. OKC,02/04/2022,,L,240,93,40,101,39.6,6,33,18.2,7,10,70.0,17,36,53,18,7,4,12,18,-3
900,LAL,LAL @ LAC,02/03/2022,,L,240,110,41,88,46.6,11,29,37.9,17,25,68.0,11,33,44,19,6,6,11,13,-1
901,LAC,LAC vs. LAL,02/03/2022,,W,240,111,46,89,51.7,13,30,43.3,6,11,54.5,7,36,43,29,5,6,10,22,1
902,SAC,SAC @ GSW,02/03/2022,,L,240,114,42,80,52.5,11,31,35.5,19,23,82.6,5,20,25,29,13,3,16,16,-12
903,GSW,GSW vs. SAC,02/03/2022,,W,240,126,47,84,56.0,20,42,47.6,12,16,75.0,9,31,40,27,11,3,16,19,12
904,CHI,CHI @ TOR,02/03/2022,,L,265,120,43,90,47.8,12,29,41.4,22,24,91.7,10,41,51,30,8,7,17,19,-7
905,TOR,TOR vs. CHI,02/03/2022,,W,265,127,48,113,42.5,14,36,38.9,17,19,89.5,22,36,58,30,10,5,12,17,7
906,PHX,PHX @ ATL,02/03/2022,,L,240,115,46,88,52.3,9,32,28.1,14,18,77.8,6,33,39,30,11,2,11,20,-9
907,ATL,ATL vs. PHX,02/03/2022,,W,240,124,44,84,52.4,20,40,50.0,16,22,72.7,6,35,41,25,6,1,15,21,9
908,MIN,MIN @ DET,02/03/2022,,W,240,128,44,87,50.6,15,34,44.1,25,28,89.3,9,33,42,29,11,3,14,18,11
909,DET,DET vs. MIN,02/03/2022,,L,240,117,40,91,44.0,15,46,32.6,22,28,78.6,13,32,45,27,3,6,16,24,-11
910,SAS,SAS vs. MIA,02/03/2022,,L,240,95,30,80,37.5,8,33,24.2,27,38,71.1,12,31,43,21,9,5,17,19,-17
911,MIA,MIA @ SAS,02/03/2022,,W,240,112,42,83,50.6,12,30,40.0,16,18,88.9,7,35,42,27,13,3,14,27,17
912,MEM,MEM @ NYK,02/02/2022,,W,240,120,44,102,43.1,16,39,41.0,16,23,69.6,15,36,51,30,11,5,11,18,12
913,NYK,NYK vs. MEM,02/02/2022,,L,240,108,38,88,43.2,12,36,33.3,20,26,76.9,13,35,48,23,5,10,15,19,-12
914,CHA,CHA @ BOS,02/02/2022,,L,240,107,37,87,42.5,12,40,30.0,21,27,77.8,14,32,46,18,12,4,16,20,-6
915,BOS,BOS vs. CHA,02/02/2022,,W,240,113,42,82,51.2,14,36,38.9,15,17,88.2,6,36,42,31,9,5,19,21,6
916,ORL,ORL @ IND,02/02/2022,,W,240,119,42,95,44.2,11,35,31.4,24,26,92.3,9,43,52,29,5,3,12,21,1
917,IND,IND vs. ORL,02/02/2022,,L,240,118,44,98,44.9,14,32,43.8,16,23,69.6,7,39,46,25,7,1,8,19,-1
918,PHI,PHI vs. WAS,02/02/2022,,L,240,103,41,91,45.1,11,27,40.7,10,13,76.9,10,31,41,23,2,4,4,20,-3
919,WAS,WAS @ PHI,02/02/2022,,W,240,106,41,90,45.6,9,22,40.9,15,19,78.9,15,37,52,25,1,5,10,14,3
920,LAL,LAL vs. POR,02/02/2022,,W,240,99,33,78,42.3,11,30,36.7,22,33,66.7,12,41,53,25,8,7,17,18,5
921,POR,POR @ LAL,02/02/2022,,L,240,94,35,98,35.7,14,42,33.3,10,19,52.6,18,37,55,23,11,3,13,28,-5
922,DEN,DEN @ UTA,02/02/2022,,L,240,104,42,79,53.2,11,28,39.3,9,12,75.0,7,32,39,24,5,7,14,20,-4
923,UTA,UTA vs. DEN,02/02/2022,,W,240,108,42,86,48.8,7,29,24.1,17,22,77.3,8,29,37,21,8,4,8,12,4
924,BKN,BKN @ SAC,02/02/2022,,L,240,101,41,84,48.8,8,25,32.0,11,14,78.6,10,30,40,22,7,12,13,16,-11
925,SAC,SAC vs. BKN,02/02/2022,,W,240,112,41,93,44.1,14,42,33.3,16,18,88.9,15,33,48,23,8,7,14,15,11
926,OKC,OKC @ DAL,02/02/2022,,W,265,120,41,86,47.7,17,37,45.9,21,25,84.0,14,36,50,25,6,8,20,16,6
927,DAL,DAL vs. OKC,02/02/2022,,L,265,114,46,98,46.9,14,43,32.6,8,10,80.0,13,26,39,28,12,8,14,21,-6
928,HOU,HOU vs. CLE,02/02/2022,,W,240,115,39,82,47.6,14,40,35.0,23,33,69.7,8,29,37,25,11,3,12,23,11
929,CLE,CLE @ HOU,02/02/2022,,L,240,104,41,80,51.3,7,21,33.3,15,27,55.6,12,36,48,23,6,4,19,27,-11
930,BKN,BKN @ PHX,02/01/2022,,L,240,111,40,81,49.4,16,40,40.0,15,21,71.4,6,27,33,25,7,1,12,27,-10
931,PHX,PHX vs. BKN,02/01/2022,,W,240,121,42,76,55.3,11,31,35.5,26,31,83.9,7,30,37,26,8,4,16,19,10
932,SAS,SAS vs. GSW,02/01/2022,,L,240,120,46,83,55.4,16,33,48.5,12,17,70.6,5,29,34,33,7,7,14,17,-4
933,GSW,GSW @ SAS,02/01/2022,,W,240,124,43,96,44.8,20,46,43.5,18,18,100,15,31,46,30,10,3,16,17,4
934,ORL,ORL @ CHI,02/01/2022,,L,240,115,46,93,49.5,14,39,35.9,9,11,81.8,3,33,36,33,7,4,9,18,-11
935,CHI,CHI vs. ORL,02/01/2022,,W,240,126,46,90,51.1,11,30,36.7,23,29,79.3,11,38,49,25,5,6,10,15,11
936,DEN,DEN @ MIN,02/01/2022,,L,240,115,38,89,42.7,14,44,31.8,25,28,89.3,10,36,46,27,7,4,12,17,-15
937,MIN,MIN vs. DEN,02/01/2022,,W,240,130,46,93,49.5,19,45,42.2,19,25,76.0,13,39,52,35,8,9,10,21,15
938,MIA,MIA @ TOR,02/01/2022,,L,240,106,38,78,48.7,8,30,26.7,22,25,88.0,10,28,38,26,8,1,17,25,-4
939,TOR,TOR vs. MIA,02/01/2022,,W,240,110,39,81,48.1,12,26,46.2,20,29,69.0,15,28,43,20,9,3,15,24,4
940,MIL,MIL vs. WAS,02/01/2022,,W,240,112,46,92,50.0,12,38,31.6,8,9,88.9,8,36,44,26,7,2,9,17,14
941,WAS,WAS @ MIL,02/01/2022,,L,240,98,36,82,43.9,12,35,34.3,14,20,70.0,7,33,40,22,4,5,12,16,-14
942,DET,DET vs. NOP,02/01/2022,,L,240,101,41,84,48.8,8,32,25.0,11,14,78.6,6,29,35,21,7,3,19,25,-10
943,NOP,NOP @ DET,02/01/2022,,W,240,111,39,89,43.8,8,28,28.6,25,28,89.3,16,30,46,24,8,5,17,17,10
944,GSW,GSW @ HOU,01/31/2022,,W,240,122,43,80,53.8,17,40,42.5,19,23,82.6,7,34,41,23,10,8,15,24,14
945,HOU,HOU vs. GSW,01/31/2022,,L,240,108,36,84,42.9,16,43,37.2,20,29,69.0,9,28,37,25,4,3,17,19,-14
946,POR,POR @ OKC,01/31/2022,,L,240,81,34,81,42.0,7,38,18.4,6,8,75.0,6,35,41,18,7,6,15,20,-17
947,OKC,OKC vs. POR,01/31/2022,,W,240,98,35,86,40.7,12,41,29.3,16,17,94.1,11,39,50,22,6,3,13,13,17
